These,are,the,entries
with,flavors,that,were,deleted
=====,=====,=====,=====,=====,=====,=====
EntryID,Type,Name,FlavorAssetIDs,FlavorsSize,LastPlayedAt,CreatedAt
1_je0h7pgw,1,AML-Ethics3.wmv,"1_z70dpgw4 1_fuplquzu 1_q67vyt88 1_8x8gze23 1_u28b1yzo 1_1mu3aw24 1_msx5o4vq 1_d042gb0p",480252,1519848000,1414766041
1_r709hdb1,1,"27 Oct Supertutorial1.mov","1_3sy0rrir 1_se4jib9d 1_j9l916bk 1_wjwn9m9g",261323,1511967600,1414766128
1_n8e5rh8a,1,AML-Ethics1.wmv,"1_ddplcg2y 1_k509uy91 1_4moo6nlp 1_l3fu4n68 1_q1f0ymgu 1_vwquaqon 1_camj768z 1_la56bkti",248256,1545141600,1414766253
1_mpcwyhzo,1,AML-Ethics2.wmv,"1_ag5hd0pd 1_fqduaxo6 1_hxqukr7h 1_bzbl4aiu 1_caa9uibs 1_bpfv4o9s 1_9humx6kj 1_fqa7ldz6",351434,1521025200,1414766521
1_5s2fdarp,1,MBO_W05_Tut_31_Oct_14_1000_315.wmv,"1_hrucmlqk 1_jghqvhqj 1_lgelslwz",319692,1436446800,1414767514
1_v777hyuk,1,"Introduction to IntelligenceVID.wmv","1_bopnax7z 1_ligq81w0 1_okd2stne",63998,1578596400,1414768088
1_ba9hn2nk,1,MBO_W05_Lec_31_Oct_14_0900_G26.wmv,"1_hmqcxpdz 1_oe4znzbt 1_i25thot2",276274,1461434400,1414769396
1_qdvchtct,1,"NEGLIGENCE FACTUAL CAUSATION PART 1.wmv","1_0byhvpbt 1_i6qlrsju 1_pcjxziw7",63487,1439222400,1414781670
1_br7na3sb,1,"NEGLIGENCE FACTUAL CAUSATION PART 2.wmv","1_hnjpznyy 1_8uwz9xsn 1_8ibn7hkv 1_npidp8hw",182168,1439222400,1414781953
1_wp23rkwf,1,"NEGLIGENCE LEGAL CAUSATION PART 1.wmv","1_r9g37zrr 1_axmt9agn 1_puyto35e 1_ya2f1t74",157181,1439121600,1414782153
1_r6f95ejo,1,"NEGLIGENCE LEGAL CAUSATION PART 2.wmv","1_mzz1an8e 1_u5vxsjfs 1_00ravv7h 1_1mk7ybrv",298085,1439272800,1414782454
1_nt0jat1o,5,"Class Test Briefing swp.mov","1_yh3hea1q 1_2vl8jfsn 1_19v0vh08 1_2yhofsxn",89599,1478599200,1414884904
1_94oemj2d,5,"risk society and you.wav","1_m2m4uigy 1_bletjdy9 1_53ht2ltb 1_ezsui5dw 1_0nqk58n9",6356,1464354000,1414956825
1_rwe7js4t,1,rachaeo-stone_1970-01-04_00_14_13.mp4,"1_9nnqpn98 1_qmcldyo9 1_k33bbkgq 1_am8z9vem 1_iq5sq1wz 1_oqdwv4eh 1_0wfqgsqh 1_6wf2q2wn",696931,,1415009682
1_meg1abrd,1,bail_1970-01-05_12_01_44.mp4,"1_5xdp4wgj 1_yos7ci5q 1_v748ne80 1_6jq0ysa9 1_haa8iwp2 1_24621fsl 1_j69i769u 1_4d9hvivs",462539,,1415009883
1_u6e2s8kr,1,justyna_1970-01-04_00_33_24.mp4,"1_zfq1xsu5 1_oa5jk7oo 1_i2k7o34f 1_2cpzuauf 1_p3rml4dw 1_tt9yhpjz 1_pjm9bufo 1_0a3fudwi",490186,1415048400,1415010498
1_6f8cjpuy,1,amy-grimshaw-groupA-advoc_1970-01-02_12_36_39.mp4,"1_0k898kvx 1_srpi5bz4 1_twzymz73 1_orftl2z0 1_mwe107si 1_pk0gg831 1_qgjogoz1 1_68cj38zw",386864,1415624400,1415010850
1_ufu2l7w6,1,umar-bail-app-informal_1970-01-05_12_15_54.mp4,"1_dusj32x9 1_4px5yx3a 1_l3m3f90c 1_gsf7c04q 1_669euyll 1_knn8mtq1 1_fvubijfs 1_bdxbeovb",702768,,1415011020
1_s23j29ak,1,omar-rashid_1970-01-04_00_47_00.mp4,"1_xk5sjhkd 1_jv007v5e 1_1w2ruphl 1_h8ut76si 1_p4g7of0d 1_9qedjwak 1_9y4cwp8t 1_hsh8s3lz",675122,,1415011674
1_dz3ge2iq,1,sanah_1970-01-05_12_38_41.mp4,"1_iyep6a2x 1_j2dqb4wm 1_ekbt291g 1_vsxdi6s0 1_hjpcjbo0 1_7j44mluy 1_vbi4o2s5 1_j060os7h",667030,,1415012708
1_bo9omlcy,1,rebecca-earp_1970-01-02_12_54_21.mp4,"1_ash20ea5 1_cjoj8hk9 1_nhid8co6 1_o5cf4b2v 1_qznchbu0 1_b33da8ah 1_p0pq7zfz 1_7htnmn46",1090558,1415034000,1415012801
1_pwd0e1el,1,"group-a-sameeha-ali_- advocay- 1970-01-02_13_18_02.mp4","1_0h01qhu3 1_s1vqoe4l 1_6uo0bt1s 1_qa7v9dbo 1_q8w47yvk 1_vjq47fac 1_n304sddc 1_0jzjh71i",879922,1456149600,1415014380
1_7h50clue,1,14056101_1970-01-05_13_17_27.mp4,"1_51kbspzm 1_87noduho 1_i1lnafpp 1_xmw4aage 1_umdpqd3a 1_lzui966c 1_f1uu53rj 1_s167usdx",624332,,1415014521
1_q958vulz,1,SAAD_ADV_1970-01-04_01_45_49.mp4,"1_09pj30z2 1_uhcyppw6 1_6edpyqe5 1_9ef3844f 1_89eqxr92 1_fqqhz63e 1_la60f5rt 1_58ul5zik",590539,,1415014897
1_twhky568,1,kate-taylor-advocacy_1970-01-02_13_50_25.mp4,"1_xhqrexow 1_quz5uq8r 1_3gtxqou7 1_05o7g3d5 1_p6eey342 1_c3zc9336 1_zwxtza50 1_n8edrb6t",955082,,1415015201
1_f0j0tge7,1,ALEX_1970-01-04_02_00_02.mp4,"1_2azdg11o 1_ng310d5b 1_mr76ol5a 1_oo7p9ycs 1_k9wluyl7 1_zpl61emm 1_zlzqqwlu 1_k9o6igst",595760,,1415015974
1_eweeg6ir,1,clip0001.mp4,"1_owwygzt1 1_btdatk72 1_o5ifzxt5 1_ib8eaeo5 1_2xjfs6dd 1_temn9sou 1_qfa9npjw 1_webaqetb",898967,,1415017625
1_tdp58tg9,1,10088526_1970-01-05_13_49_25.mp4,"1_fda07il5 1_z7hkqxue 1_m5gnn0vy 1_6dkmo437 1_lpz5g8cb 1_87b9uoqb 1_4g9uzsob 1_grzohrib",741168,,1415018023
1_98u1jrwh,1,"Alexandra Bullmore","1_9f9zpey2 1_rwvrkgqj 1_s5srbbq0 1_a301y5me 1_03ykvmv4 1_jlhhpwlk 1_bccluhug 1_85pl35hs",482917,,1415018326
1_07v48s1y,1,CGRIS_1970-01-04_02_35_12.mp4,"1_xtl32ymx 1_mtllnn81 1_y1n6x9dn 1_gb4131k7 1_2l8cb0ih 1_pj98mvf3 1_0djjbtdt 1_g9q6hjj1",675018,1415624400,1415018883
1_7wu048jo,1,2.3.4TrigonometricFunctions.avi,"1_j8dsrov4 1_afkumcqq 1_kxbew47u 1_ykum7tah 1_bfdj0z8g 1_xap71d2o 1_k9li2e23 1_krh4k20t",303204,1516885200,1415019198
1_spshkm0o,1,"Dependent t-test.mov","1_httude6z 1_lh5rj8i0 1_bkb0o41q 1_zzp62oow 1_ssqvxi76 1_k18quwmr 1_rfnp3khh",107610,1415019600,1415019577
1_wbeaslrn,1,nazishadvocacy_1970-01-02_14_09_39.mp4,"1_ncc1suu2 1_ovibk5ki 1_7xrk8axt 1_hdq2u02e 1_9gd0y708 1_u54icsbe 1_zw1my0lc 1_d0yrqu6w",784895,,1415019828
1_vpb199le,1,00000.mp4,"1_5hi2l3ff 1_k5yq9heq 1_gq7bdeby 1_vj5pw37r 1_2oirykln 1_8ao2yecv 1_kfg1wkgc 1_0nxtb7n5 1_sbaygi4f",8526,1455292800,1415020071
1_wz9mv58x,1,00001.mp4,"1_q1t11v6g 1_p6voa62c 1_4kcxl1vb 1_e5m22zuw 1_88w1gt86 1_bubr1wp2 1_2bt72t6p 1_ttju8e64 1_rtnzgq8w",578045,1455292800,1415020207
1_hrmjh09l,1,bail-_1970-01-02_15_07_41.mp4,"1_xihn66bw 1_jmwxh0zc 1_7pcw5faj 1_iplph6zg 1_ee345rev 1_a29a9qpf 1_flde9y14 1_m95gbdhj",869681,,1415020324
1_6u0uopnh,1,iqra-_1970-01-02_14_46_15.mp4,"1_t81uy124 1_emovtrig 1_mfo5g7be 1_0oljsr6x 1_obuhrgil 1_byx5pfzv 1_pwq5n3vk 1_7g8i48vo",1185381,1418068800,1415020351
1_317jocy4,1,00002.mp4,"1_mslq14vy 1_ljslbwqg 1_ttnjsip5 1_1ntuasbu 1_jx7mnftp 1_0dxj89st 1_p86zcu5r 1_2z2mjtro 1_u7ja8h65",884220,1423494000,1415020405
1_zizbq00e,1,00003.mp4,"1_ur5b171p 1_hv5i4m96 1_vei2cojm 1_8v78land 1_ky2uovxi 1_751eph1y 1_uggoieig 1_zu8fnmb4 1_xhrvem2u",415434,1425978000,1415020537
1_kmgnrcqk,1,00004.mp4,"1_uhqhbdmh 1_au6m7y5j 1_dhp6i5iu 1_c0s8t0g2 1_tmlkn6ws 1_shtujtlw 1_6xfs8ocs 1_d61anpuk 1_4jcqo8f8",8274,1415703600,1415020572
1_55qgnaio,1,"Informal - Ashleigh Reid","1_ll9v4kup 1_gq7t49xt 1_g87gmfxi 1_5y81z18j 1_5yd4vbaw 1_ldeli9tw 1_i4auq2cq 1_7hi9ntcw",410826,,1415020655
1_dg48ba07,1,00005.mp4,"1_9ukzcxju 1_6uki3yoc 1_fn1k8og8 1_sg9g0ffd 1_tr7mgobv 1_5jnxwzxu 1_dkdz97pa 1_f0f2qkxv 1_g6sqwd8z",400891,1425978000,1415020686
1_u0v8qbz6,1,"Informal Advocacy Assessment - Victoria Matravers","1_28um3ypq 1_zv9elp8m 1_omw54iq7 1_wkfqr3mz 1_2k5195p2 1_oykrhwvf 1_rspbbww1",568216,1415624400,1415020717
1_hw236ynn,1,advocay.mp4,"1_3ztp0jx7 1_cu0r6hwf 1_ww79x0n6 1_tkgywcpo 1_l4l869lo 1_juk1i3hh 1_pdgiak52",547224,1415034000,1415022760
1_i1ngasud,1,AISHA_ADVOCACY_1970-01-04_02_15_57.mp4,"1_o79smpcf 1_qgb204i1 1_eivoe6xx 1_dhi4nbu0 1_rufi8yk4 1_lgktdbo8 1_rfozfia1",860466,1456153200,1415023192
1_w1387xcj,1,10294952_1970-01-05_16_19_13.mp4,"1_nu7m79bf 1_js8k3crp 1_clahg2ws 1_uz87ohfi 1_92frayp4 1_jvxwnmo9 1_6f4vf2mq 1_8vewtk56",544766,,1415025830
1_5l5zchsk,1,advocact_1970-01-02_16_49_57.mp4,"1_rvept7u2 1_rpp893g8 1_anxa0ft1 1_bzyan6is 1_8ux5oejn 1_7pmgceqt 1_l8uvsyuq 1_s6lywisq",1067723,1415624400,1415026227
1_0w3ojzkq,1,advocacy_1970-01-05_16_31_04.mp4,"1_hvnhktr6 1_14314h7h 1_ox45g9iy 1_tuikmuu3 1_vpryffyq 1_lw5mqsfn 1_brij8gs8 1_x9lbzkr9",589412,,1415026289
1_ivdeini1,1,SAMERA_1970-01-04_04_44_37.mp4,"1_9uk4lx7x 1_cek374w1 1_xq31dgco 1_3g2blqbw 1_fpxwpl89 1_7sj9fo0a 1_3r13fmr0",890366,1415556000,1415026852
1_fpfq0jqf,5,"Semana 5 examen B2 Pista 2.mp3","1_ragkpmx1 1_1eqwsob6 1_w3atsrju 1_d3gkuucy 1_uzxw1l70",7467,,1415027376
1_71t5x52g,1,naz_1970-01-05_16_44_09.mp4,"1_7n6ki8ua 1_8m3tyn2x 1_9ohi3t7h 1_nhm5erur 1_53kijrss 1_xbup8qie 1_3kp84q8i 1_5rlcz317",939006,,1415027387
1_drzqryfd,5,"Semana 5 examen B2 Pista 1.mp3","1_vf8baafr 1_12ca8cnt 1_jfqdah35 1_sn5tayf2 1_vmz66uzd",9521,1417816800,1415027473
1_3g8scwf5,5,"Semana 5 examen B2 Pista 2.mp3","1_dnpn3fyi 1_83u6u6kf 1_db16i8vb 1_ep1rkbyy 1_snofuksl",7467,1417816800,1415027694
1_z2o1xpi8,5,"Semana 5 examen B2 Pista 3.mp3","1_j3ofzi28 1_l4c1xx1g 1_cnuuz75l 1_i2gllutg 1_b4v45rc5",7725,1417816800,1415027806
1_6arldwp2,1,SARAHMCAULEY_1970-01-04_05_20_34.mp4,"1_2a46bz56 1_dt3hbqzp 1_srqthes1 1_buvnibej 1_pqle3v8w 1_4s88mj7l 1_2v70gwql 1_vxzoyzov",790218,,1415027921
1_0twavjou,5,"Semana 5 examen B2 Pista 4.mp3","1_uzxte7tm 1_2co0ufeh 1_mtl3j2mg 1_eeewyud8 1_bj00cikj",8317,1417816800,1415027938
1_xda1d5s5,1,criminal-informal_1970-01-02_17_19_40.mp4,"1_vn9j5rg0 1_9ssqyo0y 1_zw6uaxdb 1_4ajinlqi 1_9e9scm6w 1_pfau0kgb 1_bfpwrn95 1_dhekkan6",1159166,,1415027972
1_tsa0f2it,1,ZAYNABBMOC_1970-01-04_05_04_27.mp4,"1_wr6zy9pu 1_f0zs71w7 1_r4ow3lsg 1_qvsasdi6 1_gtjg5960 1_18qxx4i5 1_gmdl0cq4",701234,,1415028020
1_2a6auqvc,1,ADVOCACY_INFORMAL_1970-01-04_05_35_07.mp4,"1_lzdu449n 1_3hac66uu 1_24du3vi4 1_l9vidx6w 1_4sgm3muv 1_7emfcm5i 1_gzr76zkg 1_n2xbt76k",648394,,1415029244
1_rvyi99v0,1,faisal-informal-advocacy_1970-01-02_17_46_36.mp4,"1_iaotlmna 1_bzbn8ddp 1_fxu86s4d 1_346eb2bz 1_xrglk09r 1_v750o68o 1_urk7n3si 1_jbhszgxl",824727,,1415029861
1_64d7renp,1,ESTHER_YOUNG_1970-01-04_05_48_35.mp4,"1_5q89ze3q 1_x8onedie 1_xid6rr29 1_6uk0f6z0 1_naltm1qe 1_sidl5d64 1_rjkbfhtr",697751,,1415029888
1_fx1jz9jx,1,HARVINDER_1970-01-04_03_31_18.mp4,"1_dh7158vg 1_fj2j4n2a 1_r629t0m0 1_6s0m8ghy 1_5og28rfd 1_9cpsbfcp 1_11vdqn8s",479845,,1415034290
1_zfrp1wj4,1,"3.1.1-.Introduction to Calculus-Differentiation.wmv","1_j62wiwvu 1_70gnv4jn 1_d4f5hscw 1_misf2w8w 1_ereb9yf1 1_7mzgstrb 1_iknhmjro 1_czhwq5n2 1_q52gt2ol",650339,1516813200,1415035020
1_q7ku46u2,1,"Assessment briefing podcast initial overview with sound.mp4","1_bij0us06 1_msygsyro 1_twl5rou7 1_qj2ern2y",77207,1541257200,1415037103
1_szbdrlre,1,"3.2.1-Rules for differentiation.avi","1_2tt7l4xg 1_l58ds7w7 1_tgw2xhxu 1_bbjiq1aw",207461,1516813200,1415039479
1_8n0s9knj,1,"3.1.4-Introduction to Calculus-Integration.wmv","1_m0ux387p 1_eyu9llv6 1_fshx0qnc 1_csko48nt 1_o4ufm3p6 1_os3fdu8i 1_3tg8m8m9 1_pm8i134w 1_hj5qfzuh",1199205,1455192000,1415039491
1_v9t0vumk,1,"3.1.3-Introduction to Calculus-Integration.wmv","1_t2nc2g8s 1_jh2yy2fc 1_er04a8d0 1_tb4fny5k 1_zwpdrnq2 1_2p1pkduc 1_jp1ww3em 1_zulbx2it 1_k2kusqq9",913200,1516813200,1415039501
1_57dx7kxu,1,"3.1.2-Introduction to Calculus-Differentiation.wmv","1_0jqhp1s7 1_b4hkidjt 1_3ygxz8q2 1_4y5p0qbz 1_259v120m 1_qoxrzyk4 1_81cuayac 1_fo3ltbao 1_o98ssggl",735537,1543856400,1415039508
1_9mh6doop,1,"3.2.2-Rules for differentiation.avi","1_0mw2r0od 1_9tj5p285 1_9wwoavkv",292249,1516874400,1415042673
1_39x8d1zj,1,"3.2.3-Rules for differentiation.wmv","1_2vsy5rop 1_rsie0kou 1_6uffp7dj 1_0uwd7cge 1_a4r0eh84 1_5fxn142q 1_3h5cjwnt 1_ma2vzxf0 1_r6odz3rm",617571,1516813200,1415042678
1_x1wsrac5,1,"3.2.4-Rules for differentiation.wmv","1_jfxdiwl7 1_1htsn9ol 1_5w55hz0p 1_amk0dsf5 1_yoviavxj 1_rwqwes9q 1_31817evp 1_xwjjdfp4 1_6838yxox",571286,1516892400,1415042684
1_fnbg8hp3,1,ResearchOverviewSusanne.mov,"1_eyrp3mxv 1_3k68exwt 1_145tdwtl 1_p4hvx492",131685,1430816400,1415046486
1_uidwyy3j,1,I.Choudhurybail_1970-01-06_11_33_28.mp4,"1_kcbepp9p 1_u3d818a5 1_ccptwh1b 1_b5oyj9ab 1_9iod8xs7 1_7503qt2e 1_tmzbsqet 1_wqzitp9k",728369,1415098800,1415094875
1_dm2ub0sz,1,stephanie_1970-01-03_12_26_02.mp4,"1_40iurc5c 1_njt3aand 1_it6nxcxl 1_j6pu9r7p 1_y27tp3kt 1_d8r6ru8a 1_egaubfoo 1_wmhbez9w",429976,,1415096104
1_oc797yqk,1,"TCB Politics Podcast 1918-1939.mov","1_67xdrwsb 1_8bt3f8g6 1_fdomb4kd",294809,1544205600,1415096820
1_n1kbh812,1,bai_1970-01-06_12_17_54.mp4,"1_952egqc3 1_s5jqlg82 1_n2dsqhrs 1_vmhxij95 1_2i5q44in 1_885t4yu0 1_tc9437cm 1_25p0u526",787454,,1415097939
1_rkh4g7e7,1,michellewaknin_1970-01-03_12_37_36.mp4,"1_lbdyltw4 1_yh86m4qq 1_vo3ilmd4 1_4imick6t 1_d8fj5tnt 1_jnxvsfaf 1_46nrphnk 1_910ru5zg",433046,1415624400,1415098370
1_vzlx3cwh,1,"Tutorial Guide.wmv","1_jt56rtrs 1_dqh46bzr 1_fhccsftc 1_eujak1zv",96766,1559131200,1415099445
1_t6ekp70g,1,keisha_1970-01-06_12_35_42.mp4,"1_rtepvl2v 1_dmcksxfb 1_z53yjnyb 1_00dv3jbm 1_8qqe9dd7 1_3l5posu8 1_25zivqdj 1_vu9z31io",623512,,1415099627
1_bqf90zsd,1,20141104_094733.mp4,"1_0ft2hrkg 1_q1bn30ei 1_hy5nsw0m 1_tcu1tu23 1_pik0ffy2 1_a4l4z2n8 1_xdbir2ek 1_j5yytcys 1_jh8vw29q",1058403,1418389200,1415099958
1_car9t63n,1,richard-baldwin-inform-ad_1970-01-03_12_02_11.mp4,"1_jdjaey2w 1_kbx2ooo3 1_vcy2drch 1_7vmxldrk 1_lychchj4 1_ka70po2h 1_vh4cxa28 1_3g5p64kg",574974,,1415100641
1_nncfu0ye,1,alana_1970-01-03_13_46_55.mp4,"1_adz5ua1e 1_w0ixregw 1_fp95ro93 1_7vgmb7bc 1_ippvj8ud 1_uneteh6f 1_ssrsud6y 1_tzorh2bp",442466,1415653200,1415101107
1_47i8txd8,1,8040_1970-01-03_12_57_47.mp4,"1_w2ac6glx 1_dmi0ai0l 1_c21hkyoa 1_94plzryq 1_f4m999kz 1_icl1y5sa 1_9pp2culo 1_gzye1l55",490389,,1415101633
1_z0mxbwke,1,alexandra-abbott-petzoldt_1970-01-03_13_58_33.mp4,"1_7mmnkv7r 1_jk5qbof2 1_jkec1m08 1_kidxdf0t 1_e3zey2zr 1_b222ve19 1_4bharyny 1_jdmdczp5",519063,,1415101960
1_cj3auovr,1,rachel-conbo_1970-01-03_14_12_34.mp4,"1_5v4xn8xg 1_n48tucm3 1_2ywhuzij 1_syuqp0hp 1_8upiplkd 1_glqhiwbw 1_dtx6tvtr 1_79uur10o",428234,,1415102333
1_hg3nheh2,1,jennifer-barnes_1970-01-06_13_34_45.mp4,"1_zju0ks5m 1_j6as82of 1_nf5sc3zm 1_v0ftp3cy 1_6e6n38oe 1_euh4t66j 1_umydu1ca 1_husqb72q",852990,,1415102481
1_c4ah5hun,1,rachel-conbo_1970-01-03_14_12_34.mp4,"1_cn2a70am 1_iorxiqg5 1_htejift3 1_aj0swk7o 1_1rdlnypb 1_zgboqqr6 1_fnf4j2wo 1_w347to61",428541,,1415102594
1_ovwbt068,1,zaeem_1970-01-03_14_23_44.mp4,"1_bob3upqt 1_ys2puabo 1_xggw6qs8 1_xdl985fs 1_gcvgpaac 1_7ya6eptz 1_7p7egwge 1_v9ttgmq7",483018,,1415103248
1_nald5tmc,1,"TCB WOMEN AND POLITICS PODCAST.mov","1_28o6a08n 1_5q9dux2b 1_8oj8w4c1",232549,1513263600,1415103959
1_v0bzpid7,1,aaron-m_1970-01-06_13_53_24.mp4,"1_wyu7suge 1_n6zt2tvm 1_0htwhdh6 1_r7rkce6d 1_8hlxo838 1_wvt0j7og 1_e919rho6 1_g29ph2sv",806603,1415653200,1415104145
1_r6ig0f75,1,11028986_1970-01-06_14_10_35.mp4,"1_0k9gjdpc 1_1hsc7ky6 1_yalmtwlk 1_kbg6hqsc 1_5tippzgq 1_y2falckp 1_i3tnlr9h 1_fizkq896",616138,1415624400,1415104767
1_kfghka0v,1,dayna_1970-01-03_12_15_29.mp4,"1_iwc0onw3 1_xkcy952i 1_2vwra61u 1_9w5d1e4o 1_ict56shj 1_a4eglp6u 1_022t9fks 1_jxqex3v8",372425,,1415105226
1_i0uefgqr,1,bail_1970-01-06_14_26_44.mp4,"1_t2w6azgk 1_65c2p804 1_5cnyapgn 1_ziugdqzb 1_qrvgq0gk 1_t1pyy3e9 1_s74ypfix 1_k2cgqtie",860568,1415109600,1415105477
1_oxqi46ba,1,lydia_1970-01-06_14_46_12.mp4,"1_fszixbod 1_johc3i8j 1_g7kumc1s 1_4nf0ucoq 1_deg0cl1i 1_28k5z8rv 1_n1ei4u1n 1_dk0rrwix",778648,,1415107132
1_hc2kf1jl,1,leo_1970-01-06_15_16_37.mp4,"1_3p3c1sjt 1_ibdvi99e 1_vu1gcqbm 1_yunptt71 1_nqm6jr32 1_hfxgzpv1 1_gcpdr533 1_1kqa1ybc",592484,,1415108390
1_3onymqhq,1,"The Law, The Internet and Social Media podcast one.wmv","1_8nc8v6pe 1_vn2hh0u6 1_dsia1tp3 1_zbueicx3",127282,,1415115522
1_pnjwio2p,1,"Law and the Social Media. part two.wmv","1_7ub6f4ac 1_rwl5wst6 1_p97wlphb 1_kxyityky",205413,,1415115866
1_r8x69qo6,1,IntroVideoIOEE.mp4,"1_pdnx4ko0 1_68tokao7",8366,1422532800,1415117732
1_1797s0ts,1,IntroVideoIOEE.mp4,"1_miet2k0a 1_w6cwqaiw",8366,,1415118588
1_xx79nxls,1,"Assessment 1 briefing podcast 1 research and analysis.mp4","1_r4xvohi0 1_0ukuf8qu 1_lje1a2u6 1_1rbicwly",540672,1442678400,1415119229
1_d99792k4,1,"Assessment 1 briefing podcast 2 strategy tactics.mp4","1_trus3b4o 1_la606dgs 1_g7a8yt7e 1_lhguv2fq",430592,1508014800,1415119920
1_kplahagj,1,"Assessment 2 briefing podcast with sound.mp4","1_vlo0lllt 1_fsq1g7xa 1_lbzyg52x 1_wz6e7ysx",294501,1515330000,1415120330
1_3e2ppihr,1,"2.4.2 Inverse Trigonometric Functions.avi","1_nxvr8g9u 1_coppj4x6 1_5yl7i3em 1_bzelvgq4 1_vw5z1jk8 1_zcjw2uyg 1_8x0x2dgo 1_3o7r99wi",143489,1439247600,1415122292
1_9n74cgo0,1,"2.4.3 Trigonometric Identities.avi","1_ton8xtxy 1_jqx61pv0 1_6b10bidc 1_8r9j4594 1_4mvzze0d 1_pni5gy0v 1_l8a8z3ok",213911,1516892400,1415122768
1_mq0zzlzh,1,"1415 COURSEWORK BRIEFING.wmv","1_855an2c8 1_io8irteo 1_l4tftc41 1_00vm4diz",263370,1426420800,1415124316
1_dqeswk89,1,"1415 COURSEWORK BRIEFING.wmv","1_s4wuzpnk 1_brthte8i 1_l57wrn3l 1_1csiopds",263575,1427486400,1415124622
1_m6wxisoa,1,"1415 COURSEWORK BRIEFING.wmv","1_cy4ofnr3 1_xkkdhb7m 1_u3k8jmca 1_1kgmzamt",263370,1430719200,1415125309
1_32z25fqk,1,"TCB POLITICS PODCAST 1900-1918.mov","1_rbonbxel 1_311o1clm 1_dqs2fl56",3,1415127600,1415125890
1_sw50vvj5,1,"TCB WOMEN AND POLITICS PODCAST.mov","1_0yit6lqt 1_t70eso2y 1_jt0zvk5w",232754,1487761200,1415129170
1_whctwefe,1,"TCB POLITICS PODCAST 1900-1918.mov","1_4lerjitk 1_06ma1f4r 1_u1q3tsfs",3,1504688400,1415130023
1_shls8gpp,1,ruth-connolly-group-1_1970-01-04_12_13_21.mp4,"1_kp7sm7gp 1_tunkjdgr 1_dyx3hf5i 1_doe27shn 1_57om69oe 1_4iqwxi71 1_opcg6bf8 1_e0hqw4q2",472471,,1415182874
1_leiorb3f,1,"Rachael Gibb group1_1970-01-04_12_25_26.mp4","1_vfp3c88r 1_94vaiwwc 1_mmyustvs 1_itls2vs2 1_5q3urmrq 1_y4a15gbb 1_wzxtyl7d 1_ty13f32z",414923,,1415183013
1_xttvulg7,1,faizan-nayyar_1970-01-04_12_36_10.mp4,"1_w6mwqka6 1_y3t551sh 1_ihi1hnyf 1_jxwqy1bc 1_cq7kna4h 1_ff71e2r1 1_o4hqijq3 1_h8es2adz",498686,,1415183027
1_lfjqkz63,1,laura-mars_1970-01-07_12_02_05.mp4,"1_hftu2nrb 1_r1at8113 1_fgs83ss4 1_ftwqc2u3 1_7s4044tc 1_v8z1zhcd 1_ln0opa29 1_ea98cfx0",657508,,1415183055
1_x6502j5y,1,"LeviWilliams Group 1.mov","1_m8tl8ury 1_frwr1we8 1_pqnvv50a 1_oqg2weya 1_6ho8ob73 1_f0yboreb 1_pffdvm5k 1_cmm6gnjn",1880576,1416405600,1415183931
1_v00pjfi5,1,clairevtreacy_1970-01-07_12_32_40.mp4,"1_502dkdk6 1_mnvr7hoe 1_o35hp90x 1_phthw3rm 1_uzlr6l6z 1_ru4tbt1y 1_1ccctqcj 1_p4rg15z3",585724,,1415184648
1_wdhbgrib,1,marryiam-aftab_1970-01-04_12_59_57.mp4,"1_2vozd9wc 1_97o3e8zg 1_4d4v9s7z 1_2kn0eiye 1_70u7yadj 1_nr0lwbu1 1_shfljpxq 1_mvvh5a7l",570162,,1415184954
1_9ox0ctof,1,"LeviWilliams Group 2.mov","1_bdebqsz8 1_k3orb3lz 1_z1ol9vza 1_lnhne6uy 1_9dosx3kd 1_ckt2hvgc 1_7qlzm1gp 1_pls7aec8",1346661,1416405600,1415184964
1_yu4u8tlg,1,eliaabeth_1970-01-07_12_17_03.mp4,"1_vhbf8p89 1_gicvo4ey 1_ldxjzcjd 1_w9vyfkeg 1_hrjjo1ir 1_ilfzgb27 1_8zzlv79p 1_uahv72s9",730826,,1415185107
1_sqlfnrma,1,"LeviWilliams Group 3.mov","1_xc7w2y3i 1_27kzfmka 1_4mqotgad 1_q11t5cid 1_jy9oiga9 1_rs4rso9j 1_6u8ycpxg 1_u6gc0fx0",887499,,1415185428
1_2x7yd9z0,1,"LeviWilliams Group 4.mov","1_hfixefmb 1_ermazaub 1_u37qouwp 1_m1kk9yz9 1_d266f32v 1_jdnff21y 1_m6z7e0lk 1_xlw8hesv 1_khqkduic",1002597,,1415185594
1_wdg36up4,1,kiran-advocacy_1970-01-04_14_01_52.mp4,"1_ntnakqw6 1_jzxvfqt6 1_wu6uuhj4 1_r5e189cv 1_6mee83em 1_33q7e4ym 1_0sa34am7 1_0qxpz7te",380413,,1415188450
1_dun59fnd,1,14500803_1970-01-04_13_51_02.mp4,"1_pr435qds 1_qsjw4nvm 1_d8n2h596 1_yv49zfq7 1_cqrxvnrm 1_uimhqxm0 1_rtaii7rf 1_pk0j81n9",484862,1456153200,1415189133
1_xnq9yf2y,1,10312016_1970-01-07_13_57_23.mp4,"1_xjksy7qs 1_y7si1ykt 1_8jwthj00 1_3smmexrg 1_rq5gtgpj 1_5idakysr 1_1befgo6o 1_rkcms6ax",823396,1456149600,1415190138
